time,open,high,low,close,volume,spread,real_volume
2022-06-03,1868.8,1874.09,1847.38,1851.16,66139,0,0
2022-06-06,1850.56,1857.82,1839.84,1842.14,70516,0,0
2022-06-07,1840.79,1855.52,1837.03,1852.01,70501,0,0
2022-06-08,1852.56,1859.62,1844.61,1852.83,68372,0,0
2022-06-09,1852.74,1855.32,1840.03,1847.94,76898,0,0
2022-06-10,1847.73,1876.0,1825.13,1871.57,108302,0,0
2022-06-13,1878.2,1878.78,1819.06,1819.11,135566,0,0
2022-06-14,1815.05,1831.55,1805.17,1809.31,120799,0,0
2022-06-15,1807.31,1841.82,1807.31,1833.77,149000,0,0
2022-06-16,1833.07,1857.23,1815.32,1856.47,130247,0,0
2022-06-17,1853.58,1853.62,1833.94,1840.39,106475,0,0
2022-06-20,1835.91,1846.03,1834.48,1838.41,60387,0,0
2022-06-21,1837.77,1843.63,1828.67,1833.41,85637,0,0
2022-06-22,1832.38,1847.93,1823.48,1838.32,104772,0,0
2022-06-23,1837.17,1846.04,1822.58,1823.25,99920,0,0
2022-06-24,1823.83,1831.7,1816.92,1827.42,94785,0,0
2022-06-27,1835.82,1841.03,1820.81,1822.75,99952,0,0
2022-06-28,1822.65,1829.48,1818.37,1820.62,82501,0,0
2022-06-29,1819.14,1833.07,1812.16,1818.25,84542,0,0
2022-06-30,1817.97,1825.1,1802.75,1807.16,93535,0,0
2022-07-01,1806.65,1809.32,1784.45,1808.94,119807,0,0
2022-07-04,1811.41,1814.26,1803.99,1807.9,59315,0,0
2022-07-05,1807.95,1812.13,1763.95,1764.58,109297,0,0
2022-07-06,1766.12,1772.86,1732.25,1739.08,124697,0,0
2022-07-07,1740.04,1749.12,1736.5,1740.09,98852,0,0
2022-07-08,1740.59,1752.45,1732.95,1742.45,92256,0,0
2022-07-11,1741.09,1744.51,1731.37,1734.02,91528,0,0
2022-07-12,1733.57,1744.2,1723.23,1726.09,106343,0,0
2022-07-13,1725.84,1745.42,1707.03,1735.49,127180,0,0
2022-07-14,1735.68,1736.28,1697.61,1709.72,141342,0,0
2022-07-15,1706.25,1716.62,1699.09,1707.32,110443,0,0
2022-07-18,1706.71,1723.95,1705.94,1708.99,108272,0,0
2022-07-19,1710.0,1718.42,1705.38,1711.56,98632,0,0
2022-07-20,1711.46,1714.46,1692.46,1696.53,90656,0,0
2022-07-21,1696.61,1720.32,1680.84,1718.2,107428,0,0
2022-07-22,1717.99,1739.31,1712.9,1727.38,109099,0,0
2022-07-25,1726.64,1736.28,1714.77,1719.64,106336,0,0
2022-07-26,1719.11,1728.22,1713.66,1717.2,93441,0,0
2022-07-27,1717.38,1740.32,1711.52,1734.33,100623,0,0
2022-07-28,1734.4,1757.11,1734.06,1755.83,124048,0,0
2022-07-29,1755.29,1767.93,1751.98,1766.0,120806,0,0
2022-08-01,1764.75,1775.23,1758.37,1772.12,111292,0,0
2022-08-02,1771.71,1788.06,1760.5,1761.04,123396,0,0
2022-08-03,1761.28,1772.8,1754.34,1765.47,93674,0,0
2022-08-04,1765.31,1794.95,1763.16,1791.13,85439,0,0
2022-08-05,1790.95,1794.89,1764.98,1775.42,114726,2,0
2022-08-08,1771.34,1790.01,1770.82,1788.98,90152,8,0
2022-08-09,1788.78,1800.45,1783.23,1794.31,84869,3,0
2022-08-10,1794.52,1807.87,1787.62,1792.19,106848,5,0
2022-08-11,1792.05,1799.31,1783.59,1789.44,103248,5,0
2022-08-12,1789.81,1802.11,1784.88,1801.62,98803,0,0
2022-08-15,1801.9,1802.27,1772.98,1779.42,103692,8,0
2022-08-16,1779.64,1783.09,1771.47,1775.46,89028,6,0
2022-08-17,1775.74,1782.34,1759.8,1762.0,114566,0,0
2022-08-18,1762.46,1772.4,1755.35,1758.38,102931,0,0
2022-08-19,1758.94,1759.31,1745.54,1747.28,105013,0,0
2022-08-22,1746.52,1749.06,1727.77,1736.15,104711,0,0
2022-08-23,1735.77,1754.11,1730.82,1747.79,106781,0,0
2022-08-24,1747.65,1755.9,1742.46,1751.29,100665,0,0
2022-08-25,1751.41,1765.5,1749.98,1758.62,100524,0,0
2022-08-26,1758.55,1758.82,1734.2,1738.08,121563,0,0
2022-08-29,1735.95,1745.52,1720.31,1737.45,111956,0,0
2022-08-30,1737.85,1740.55,1721.18,1724.23,109497,3,0
2022-08-31,1723.38,1726.52,1709.57,1710.99,119867,0,0
2022-09-01,1711.05,1711.39,1688.8,1697.55,124453,2,0
2022-09-02,1697.58,1717.98,1694.99,1712.78,114398,0,0
2022-09-05,1711.56,1715.75,1707.71,1710.07,61978,0,0
2022-09-06,1710.63,1726.77,1699.85,1701.9,120259,0,0
2022-09-07,1701.97,1719.39,1691.27,1718.27,127066,0,0
2022-09-08,1718.58,1728.2,1703.96,1708.42,133708,0,0
2022-09-09,1708.68,1729.41,1708.31,1716.85,110922,0,0
2022-09-12,1718.58,1735.13,1711.95,1724.69,108748,0,0
2022-09-13,1724.53,1731.82,1697.11,1702.32,125535,0,0
2022-09-14,1701.26,1707.11,1693.67,1697.36,126450,0,0
2022-09-15,1697.56,1698.24,1660.35,1664.56,121070,0,0
2022-09-16,1664.71,1680.34,1654.16,1675.01,118818,0,0
2022-09-19,1675.02,1680.0,1659.63,1675.71,100231,0,0
2022-09-20,1675.9,1679.46,1660.0,1664.76,106315,0,0
2022-09-21,1664.75,1688.03,1653.93,1673.73,136446,0,0
2022-09-22,1671.24,1684.91,1655.67,1671.16,159295,0,0
2022-09-23,1671.46,1675.92,1639.75,1644.87,151910,0,0
2022-09-26,1643.9,1649.76,1621.17,1622.4,180760,0,0
2022-09-27,1623.44,1642.45,1623.44,1629.16,147580,0,0
2022-09-28,1629.88,1662.69,1614.81,1659.88,171207,0,0
2022-09-29,1659.72,1664.87,1641.53,1660.52,163679,0,0
2022-09-30,1660.92,1675.36,1659.24,1660.79,146801,0,0
2022-10-03,1663.22,1701.51,1659.72,1699.62,148353,1,0
2022-10-04,1698.7,1729.49,1695.24,1726.34,146016,4,0
2022-10-05,1724.98,1727.8,1700.54,1716.25,128807,0,0
2022-10-06,1716.16,1725.57,1706.96,1712.49,130355,0,0
2022-10-07,1711.79,1714.83,1690.65,1694.8,130306,4,0
2022-10-10,1696.55,1699.81,1665.71,1668.03,124012,2,0
2022-10-11,1668.12,1683.97,1661.01,1666.1,143042,0,0
2022-10-12,1666.28,1678.38,1661.38,1673.12,136154,0,0
2022-10-13,1674.08,1682.46,1642.46,1666.19,147839,0,0
2022-10-14,1666.16,1671.77,1640.19,1644.29,156093,3,0
2022-10-17,1645.84,1668.46,1644.06,1650.57,126840,0,0
2022-10-18,1650.47,1660.93,1645.83,1651.92,130558,4,0
2022-10-19,1651.91,1654.5,1627.68,1629.01,128397,4,0
2022-10-20,1629.24,1645.64,1622.43,1628.03,139743,3,0
2022-10-21,1628.31,1657.74,1617.29,1657.33,180660,4,0
2022-10-24,1659.8,1670.53,1644.01,1649.36,167918,4,0
2022-10-25,1649.8,1662.43,1638.2,1653.08,140896,4,0
2022-10-26,1652.18,1674.93,1649.68,1664.62,144998,4,0
2022-10-27,1664.32,1670.83,1654.88,1663.26,160258,4,0
2022-10-28,1662.6,1667.04,1638.05,1644.6,151188,1,0
2022-10-31,1642.98,1645.65,1631.8,1633.56,117975,3,0
2022-11-01,1632.86,1657.04,1630.65,1647.66,143204,0,0
2022-11-02,1647.18,1669.33,1634.74,1635.07,139978,1,0
2022-11-03,1634.5,1641.0,1616.72,1629.55,148549,0,0
2022-11-04,1628.93,1681.72,1628.77,1680.79,163559,0,0
2022-11-07,1674.4,1681.9,1666.9,1675.31,144667,1,0
2022-11-08,1674.9,1716.88,1664.71,1712.33,132204,0,0
2022-11-09,1712.23,1722.37,1702.2,1706.92,138346,4,0
2022-11-10,1706.22,1757.19,1703.71,1755.48,152130,0,0
2022-11-11,1753.59,1772.78,1747.3,1770.15,145499,0,0
2022-11-14,1763.34,1775.09,1753.3,1771.09,142735,4,0
2022-11-15,1770.64,1786.57,1767.13,1778.72,208619,0,0
2022-11-16,1777.75,1785.06,1770.35,1773.79,174707,0,0
2022-11-17,1773.67,1774.88,1754.51,1760.17,147971,0,0
2022-11-18,1760.52,1767.72,1747.55,1750.97,129204,0,0
2022-11-21,1751.15,1752.95,1732.54,1737.75,143361,2,0
2022-11-22,1738.85,1749.74,1737.08,1739.97,128252,0,0
2022-11-23,1739.97,1753.39,1727.31,1749.4,140515,0,0
2022-11-24,1749.69,1758.61,1748.67,1755.38,87098,0,0
2022-11-25,1754.86,1761.24,1746.05,1754.65,103484,0,0
2022-11-28,1754.28,1763.76,1739.63,1741.5,128876,4,0
2022-11-29,1740.06,1759.05,1740.06,1749.67,150295,2,0
2022-11-30,1749.36,1769.99,1744.91,1768.39,173585,0,0
2022-12-01,1769.08,1804.12,1768.56,1802.86,187527,0,0
2022-12-02,1802.12,1804.52,1778.49,1797.98,163926,0,0
2022-12-05,1795.99,1810.01,1765.85,1768.65,155784,0,0
2022-12-06,1768.18,1780.86,1767.27,1770.99,140393,0,0
2022-12-07,1770.95,1790.52,1768.74,1785.98,150509,0,0
2022-12-08,1785.83,1794.83,1781.45,1788.98,127854,0,0
2022-12-09,1789.67,1806.14,1788.44,1797.46,130802,0,0
2022-12-12,1796.94,1796.94,1777.63,1781.27,117482,0,0
2022-12-13,1781.28,1824.52,1780.86,1810.51,165436,0,0
2022-12-14,1810.66,1814.22,1795.64,1807.2,167756,0,0
2022-12-15,1807.07,1808.6,1773.75,1776.8,172988,0,0
2022-12-16,1776.64,1794.27,1774.25,1793.1,144965,0,0
2022-12-19,1792.62,1798.73,1783.79,1787.65,125480,0,0
2022-12-20,1787.5,1821.12,1784.61,1817.67,186978,1,0
2022-12-21,1817.81,1823.84,1811.85,1814.15,131501,0,0
2022-12-22,1813.92,1820.43,1784.67,1792.4,135463,0,0
2022-12-23,1793.44,1803.22,1791.18,1798.51,107520,0,0
2022-12-27,1800.08,1833.63,1799.76,1813.47,106424,1,0
2022-12-28,1814.12,1814.62,1797.04,1804.21,102536,0,0
2022-12-29,1804.29,1820.24,1803.78,1814.79,100128,0,0
2022-12-30,1814.66,1826.04,1813.39,1823.55,109639,0,0
2023-01-03,1826.57,1849.99,1823.52,1839.47,153530,1,0
2023-01-04,1838.76,1865.12,1836.18,1854.68,159325,1,0
2023-01-05,1854.48,1859.03,1825.11,1832.92,142899,0,0
2023-01-06,1832.3,1869.87,1831.31,1866.03,134449,0,0
2023-01-09,1867.72,1881.58,1866.44,1871.67,134341,1,0
2023-01-10,1870.99,1880.77,1867.72,1876.91,131931,0,0
2023-01-11,1876.99,1886.63,1867.15,1875.65,125672,2,0
2023-01-12,1874.97,1901.61,1874.63,1896.75,169960,0,0
2023-01-13,1895.74,1921.89,1892.32,1920.29,159548,0,0
2023-01-16,1919.0,1928.96,1910.85,1915.45,90117,0,0
2023-01-17,1915.04,1919.0,1903.82,1908.59,139840,2,0
2023-01-18,1908.23,1925.89,1896.59,1904.16,180482,0,0
2023-01-19,1904.0,1935.17,1900.98,1932.12,156031,0,0
2023-01-20,1931.65,1937.54,1920.69,1925.92,136165,3,0
2023-01-23,1925.87,1935.59,1911.4,1930.85,145746,0,0
2023-01-24,1930.9,1942.53,1917.17,1937.26,143041,0,0
2023-01-25,1937.06,1948.06,1919.88,1946.08,143714,0,0
2023-01-26,1946.48,1949.09,1918.62,1928.94,144998,0,0
2023-01-27,1928.31,1935.11,1916.59,1928.3,119510,0,0
2023-01-30,1927.19,1934.5,1920.69,1923.23,145261,1,0
2023-01-31,1923.0,1931.15,1900.82,1928.1,163653,1,0
2023-02-01,1928.01,1954.54,1920.54,1950.06,170229,0,0
2023-02-02,1951.47,1959.68,1911.3,1912.6,187358,0,0
2023-02-03,1911.94,1918.6,1861.44,1865.81,180401,0,0
2023-02-06,1862.02,1881.38,1861.98,1867.65,151531,0,0
2023-02-07,1867.53,1884.4,1864.99,1873.63,157897,0,0
2023-02-08,1873.92,1886.36,1869.03,1875.55,122113,0,0
2023-02-09,1875.15,1890.31,1858.91,1861.59,126475,0,0
2023-02-10,1862.86,1872.23,1852.8,1865.35,138533,0,0
2023-02-13,1864.68,1866.58,1850.47,1853.41,108404,0,0
2023-02-14,1853.67,1870.66,1843.29,1854.36,146047,0,0
2023-02-15,1853.97,1860.11,1830.45,1835.85,130316,1,0
2023-02-16,1836.32,1845.3,1827.64,1836.43,136408,0,0
2023-02-17,1836.43,1843.6,1818.9,1842.54,130317,3,0
2023-02-20,1840.89,1847.48,1837.29,1841.26,68363,0,0
2023-02-21,1841.44,1843.84,1830.23,1834.87,127405,1,0
2023-02-22,1834.74,1846.03,1823.55,1825.2,135067,4,0
2023-02-23,1825.76,1833.78,1817.46,1822.27,122849,4,0
2023-02-24,1822.47,1827.82,1808.93,1810.82,135136,0,0
2023-02-27,1812.62,1820.18,1806.69,1817.25,115134,0,0
2023-02-28,1817.16,1831.18,1804.69,1826.5,114598,0,0
2023-03-01,1826.61,1844.55,1823.08,1836.56,124223,1,0
2023-03-02,1837.16,1839.01,1829.99,1835.6,115377,5,0
2023-03-03,1836.22,1856.32,1836.07,1855.3,114876,6,0
2023-03-06,1854.2,1858.27,1845.12,1846.61,107175,0,0
2023-03-07,1846.4,1851.66,1812.69,1813.05,134388,1,0
2023-03-08,1813.94,1824.3,1809.41,1813.72,122507,0,0
2023-03-09,1814.14,1835.68,1811.94,1830.77,126833,3,0
2023-03-10,1831.38,1870.18,1827.75,1867.15,189165,0,0
2023-03-13,1886.16,1914.62,1871.55,1913.56,252911,0,0
2023-03-14,1912.32,1914.15,1895.42,1903.86,191738,0,0
2023-03-15,1904.54,1937.36,1885.75,1918.01,209509,0,0
2023-03-16,1919.3,1933.51,1907.58,1919.34,194406,1,0
2023-03-17,1919.46,1988.17,1918.26,1988.17,178128,2,0
2023-03-20,1986.7,2009.8,1965.83,1978.64,216846,1,0
2023-03-21,1978.91,1985.19,1935.44,1940.53,149576,0,0
2023-03-22,1939.76,1979.19,1934.27,1969.79,129183,0,0
2023-03-23,1969.68,2003.33,1964.41,1993.97,180114,0,0
2023-03-24,1993.8,2002.96,1975.15,1978.81,185538,1,0
2023-03-27,1977.94,1978.74,1944.04,1956.35,137833,0,0
2023-03-28,1956.64,1975.32,1949.15,1973.52,123125,0,0
2023-03-29,1973.64,1974.28,1958.68,1964.37,112432,4,0
2023-03-30,1963.36,1984.37,1955.22,1980.21,114683,1,0
2023-03-31,1980.34,1987.63,1966.89,1969.41,122612,4,0
2023-04-03,1967.06,1990.54,1949.76,1984.35,134768,2,0
2023-04-04,1984.24,2025.0,1977.01,2020.53,130283,3,0
2023-04-05,2021.09,2032.26,2009.9,2020.66,144574,0,0
2023-04-06,2020.75,2021.4,2000.84,2007.32,137810,0,0
2023-04-10,1997.3,2006.29,1981.72,1991.18,109339,0,0
2023-04-11,1991.07,2007.44,1988.82,2003.52,123789,0,0
2023-04-12,2003.14,2028.35,2001.39,2014.77,159771,1,0
2023-04-13,2014.44,2048.67,2013.95,2040.1,149901,1,0
2023-04-14,2040.17,2047.47,1992.4,2004.42,175966,2,0
2023-04-17,1999.29,2015.05,1981.18,1995.08,148115,0,0
2023-04-18,1994.76,2011.82,1991.19,2005.21,129636,1,0
2023-04-19,2005.1,2008.2,1969.18,1994.67,154703,0,0
2023-04-20,1994.35,2012.39,1990.5,2004.7,146685,0,0
2023-04-21,2004.2,2005.53,1971.59,1982.84,152487,0,0
2023-04-24,1982.38,1990.79,1974.13,1989.05,139790,0,0
2023-04-25,1989.18,2003.85,1976.09,1997.06,165145,2,0
2023-04-26,1996.86,2009.43,1983.37,1989.29,173748,2,0
2023-04-27,1989.84,2003.34,1974.22,1987.74,159975,0,0
2023-04-28,1987.48,1995.04,1976.15,1989.55,184958,3,0
2023-05-01,1989.54,2006.0,1977.09,1982.44,124357,0,0
2023-05-02,1982.12,2019.41,1978.49,2016.53,163747,0,0
2023-05-03,2016.03,2040.37,2007.78,2038.52,163007,0,0
2023-05-04,2064.37,2066.81,2030.38,2050.15,236494,0,0
2023-05-05,2049.01,2053.0,1999.51,2016.54,171684,2,0
2023-05-08,2017.12,2029.42,2014.07,2021.36,127751,4,0
2023-05-09,2021.17,2037.62,2019.51,2034.42,126509,1,0
2023-05-10,2034.4,2048.18,2021.55,2030.1,155324,0,0
2023-05-11,2029.86,2041.29,2011.04,2014.95,171712,0,0
2023-05-12,2015.12,2022.59,2000.89,2010.91,139283,4,0
2023-05-15,2008.04,2022.21,2007.28,2016.32,117826,0,0
2023-05-16,2016.54,2018.32,1985.19,1988.81,130829,0,0
2023-05-17,1988.89,1993.04,1974.98,1981.41,119404,0,0
2023-05-18,1981.6,1986.01,1951.98,1957.39,121863,0,0
2023-05-19,1958.11,1984.18,1954.02,1977.5,137157,3,0
2023-05-22,1977.99,1982.59,1968.87,1971.73,119525,0,0
2023-05-23,1971.88,1977.78,1954.24,1974.88,132954,5,0
2023-05-24,1975.21,1985.29,1956.71,1957.24,132173,0,0
2023-05-25,1958.43,1964.77,1938.84,1940.69,131856,0,0
2023-05-26,1941.49,1957.3,1936.76,1946.72,120249,0,0
2023-05-29,1942.84,1949.71,1940.22,1943.15,52967,2,0
2023-05-30,1943.68,1963.55,1932.05,1959.17,124746,0,0
2023-05-31,1958.88,1974.79,1953.68,1962.6,135381,0,0
2023-06-01,1963.16,1983.1,1953.39,1977.4,129954,1,0
2023-06-02,1976.96,1983.48,1947.5,1947.62,123567,0,0
2023-06-05,1947.68,1964.03,1938.13,1961.7,126309,1,0
2023-06-06,1961.56,1966.4,1954.39,1963.23,108610,0,0
2023-06-07,1963.51,1970.18,1939.77,1939.87,116106,0,0
2023-06-08,1940.31,1970.5,1940.12,1965.44,120507,0,0
2023-06-09,1965.68,1973.1,1956.64,1960.46,102226,2,0
2023-06-12,1960.21,1966.97,1949.2,1957.34,117727,1,0
2023-06-13,1957.0,1971.13,1940.05,1943.44,127070,4,0
2023-06-14,1943.21,1960.27,1939.61,1941.74,124459,4,0
2023-06-15,1942.55,1960.26,1924.7,1957.96,143246,0,0
2023-06-16,1957.12,1967.93,1953.28,1957.51,121322,5,0
2023-06-19,1957.62,1958.76,1947.78,1950.48,64873,4,0
2023-06-20,1950.6,1956.79,1929.78,1936.08,125331,3,0
2023-06-21,1935.44,1939.45,1919.19,1932.43,117530,1,0
2023-06-22,1931.67,1934.82,1912.18,1913.64,112259,0,0
2023-06-23,1913.66,1937.47,1909.99,1920.53,117890,0,0
2023-06-26,1925.15,1933.36,1921.56,1923.14,124470,0,0
2023-06-27,1923.39,1930.69,1910.86,1913.62,145343,0,0
2023-06-28,1914.38,1917.14,1902.79,1907.28,132146,0,0
2023-06-29,1907.49,1913.13,1892.95,1908.25,158035,0,0
2023-06-30,1908.54,1922.8,1900.56,1919.17,152073,3,0
2023-07-03,1918.6,1930.98,1909.97,1921.48,117342,0,0
2023-07-04,1921.28,1930.75,1919.74,1925.89,59937,0,0
2023-07-05,1925.84,1935.05,1914.74,1915.21,137542,0,0
2023-07-06,1916.2,1927.59,1902.59,1910.93,154947,0,0
2023-07-07,1910.59,1934.97,1909.45,1925.31,155209,0,0
2023-07-10,1924.76,1928.06,1912.69,1925.28,130186,0,0
2023-07-11,1925.14,1938.47,1924.35,1932.09,140599,0,0
2023-07-12,1932.32,1959.7,1932.14,1957.35,169381,0,0
2023-07-13,1957.14,1963.65,1952.38,1960.39,174561,0,0
2023-07-14,1960.2,1963.78,1950.93,1955.45,155997,0,0
2023-07-17,1955.47,1959.85,1945.77,1954.92,122773,0,0
2023-07-18,1954.69,1984.36,1954.53,1978.73,167005,0,0
2023-07-19,1978.93,1980.93,1969.69,1976.97,139338,0,0
2023-07-20,1977.33,1987.43,1965.36,1969.5,150787,0,0
2023-07-21,1970.2,1973.8,1956.81,1961.84,131317,0,0
2023-07-24,1962.41,1967.88,1953.47,1954.87,128955,0,0
